trip_number,trip_date,vehicle_number,leave_time,train,route_number,direction,service_key,stop_time,arrive_time,dwell,location_id,door,lift,ons,offs,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status
170500195,2020-10-16,4004,42400,3704,37,1,W,42360,41812,588,744,1,0,3,5,4,9.1292,9.2615,27.356013,-122.60245,45.627091666666665,2,4
170500195,2020-10-16,4004,42468,3704,37,1,W, ,42468,0,767,0,0,0,0,4,9.7332,9.8326,173.410848,-122.61457666666666,45.62880833333333,2,2
170500195,2020-10-16,4004,42636,3704,37,1,W,42660,42636,0,482,0,0,0,0,5,10.997,11.1182,53.291998,-122.639755,45.62829833333333,2,4
170500195,2020-10-16,4004,42797,3704,37,1,W, ,42797,0,476,0,0,0,0,5,12.003,12.1348,194.440804,-122.661125,45.630584999999996,2,2
170500195,2020-10-16,4004,41684,3704,37,1,W, ,41684,0,461,0,0,0,0,7,8.089,8.176,138.075781,-122.58137166666667,45.62283166666667,2,2
170500195,2020-10-16,4004,40650,3704,37,1,W, ,40650,0,1070,0,0,0,0,7,2.7844,2.7962,14.416988,-122.47590666666666,45.61448333333333,2,2
170500195,2020-10-16,4004,42659,3704,37,1,W, ,42659,0,489,0,0,0,0,5,11.2182,11.3444,3.510241,-122.64462666666667,45.62835166666667,2,2
170500195,2020-10-16,4004,42914,3704,37,1,W, ,42914,0,1091,0,0,0,0,5,12.5163,12.6325,267.041671,-122.67106166666667,45.632585,2,2
170500195,2020-10-16,4004,43032,3704,37,1,W,43260,43032,0,344,1,0,0,1,4,12.968,13.1793,3.706762,-122.66982166666666,45.628705,2,6
170500195,2020-10-16,4004,40244,3704,37,1,W,40080,40244,0,492,1,0,8,0,7,0,0,2,5,4004,40410,3704
170500241,2020-10-16,37,1,W,40410,0,1064, ,0,0, ,0,0,7,0.8705,0.8823,140.716727,-122.49232666666667,45.59667,2,2,4004,40740
170500290,2020-10-16,3704,37,1,W,40740,0, ,965,0, ,0,0,0,7,3.2498,3.2734,52.119016,-122.48178,45.615838333333336,2,2,4004
170500339,2020-10-16,41380,3704,37,1,W,41380, ,0,473, ,0,0,0,0,7,6.0577,6.1006,174.193322,-122.53925833333334,45.61946,2,2
170500384,2020-10-16,4004,41406,3704,37,1,W, ,41406,0,575,0,0,0,0,7,6.2877,6.3548,21.408785,-122.54385,45.61996166666667,2,2
170500384,2020-10-16,4004,41623,3704,37,1,W, ,41623,0,466,0,0,0,0,7,7.6043,7.6833,42.782095,-122.571225,45.62107,2,2
170500384,2020-10-16,4004,41674,3704,37,1,W, ,41674,0,463,0,0,0,0,7,8.0064,8.0772,197.82816,-122.579645,45.622463333333336,2,2
170500384,2020-10-16,4004,41766,3704,37,1,W, ,41766,0,453,0,0,0,0,7,8.8222,8.9241,33.755066,-122.59561666666667,45.625521666666664,2,2
170500384,2020-10-16,4004,42445,3704,37,1,W, ,42445,0,450,0,0,0,0,4,9.5262,9.6232,58.234275,-122.60984333333333,45.62831333333333,2,2
170500384,2020-10-16,4004,40471,3704,37,1,W, ,40471,0,1066,0,0,0,0,7,1.4366,1.4584,107.482855,-122.479505,45.59664333333333,2,2
170500384,2020-10-16,4004,41124,3704,37,1,W, ,41124,0,755,0,0,0,0,7,4.5894,4.6522,74.070761,-122.50935833333334,45.61615666666667,2,2
170500384,2020-10-16,4004,41351,3704,37,1,W,41400,41351,0,691,0,0,0,0,7,5.8055,5.8428,164.577588,-122.53396166666667,45.61890833333333,2,4
170500384,2020-10-16,4004,41749,3704,37,1,W, ,41749,0,623,0,0,0,0,7,8.6514,8.739,129.03697,-122.59256,45.624833333333335,2,2
170500384,2020-10-16,4004,42578,3704,37,1,W, ,42551,27,456,1,0,1,0,5,10.4496,10.5962,9.806185,-122.62952333333334,45.627876666666666,2,2
170500384,2020-10-16,4004,42974,3704,37,1,W, ,42955,19,14,1,0,0,0,5,12.6977,12.8779,68.177614,-122.67274166666667,45.63066166666667,2,2
170500384,2020-10-16,4004,40497,3704,37,1,W, ,40497,0,1067,0,0,0,0,7,1.6299,1.6522,54.575153,-122.47805166666667,45.598415,2,2
170500384,2020-10-16,4004,40725,3704,37,1,W,40740,40725,0,864,0,0,0,0,7,3.1,3.1075,48.127294,-122.47912,45.616838333333334,2,4
170500384,2020-10-16,4004,40779,3704,37,1,W, ,40779,0,1012,0,0,0,0,7,3.5114,3.5493,35.144171,-122.48755333333334,45.615405,2,2
170500384,2020-10-16,4004,41166,3704,37,1,W, ,41166,0,496,0,0,0,0,7,4.9362,4.971,138.074578,-122.516095,45.61696166666667,2,2
170500384,2020-10-16,4004,41600,3704,37,1,W, ,41600,0,468,0,0,0,0,7,7.436,7.5149,83.825719,-122.56792,45.621075,2,2
170500384,2020-10-16,4004,42419,3704,37,1,W, ,42419,0,451,0,0,0,0,4,9.2783,9.3951,18.745639,-122.60496166666667,45.627543333333335,2,2
170500384,2020-10-16,4004,42496,3704,37,1,W, ,42496,0,459,0,0,0,0,4,9.9966,10.0886,74.259986,-122.61946,45.62877666666667,2,2
170500384,2020-10-16,4004,42748,3704,37,1,W, ,42735,13,746,1,0,0,0,5,11.5911,11.7563,41.540585,-122.65313666666667,45.628643333333336,2,2
170500384,2020-10-16,4004,40605,3704,37,1,W, ,40605,0,1068,0,0,0,0,7,2.3084,2.3171,51.0294,-122.4758,45.60752,2,2
170500384,2020-10-16,4004,41210,3704,37,1,W, ,41210,0,499,0,0,0,0,7,5.3115,5.3488,195.519657,-122.52401166666667,45.61781333333333,2,2
170500384,2020-10-16,4004,42530,3704,37,1,W, ,42530,0,458,0,0,0,0,4,10.3247,10.4117,198.790433,-122.62661333333334,45.628598333333336,2,2
170500384,2020-10-16,4004,41643,3704,37,1,W, ,41643,0,464,0,0,0,0,7,7.7423,7.8256,22.62804,-122.57385333333333,45.62124166666667,2,2
170500384,2020-10-16,4004,41707,3704,37,1,W, ,41707,0,633,0,0,0,0,7,8.2866,8.3618,78.322717,-122.58490833333333,45.62331666666667,2,2
170500384,2020-10-16,4004,42678,3704,37,1,W, ,42678,0,478,0,0,0,0,5,11.3848,11.5153,69.509793,-122.64841,45.628368333333334,2,2
170500433,2020-10-16,4004,44870,3704,37,0,W, ,44870,0,749,0,0,0,0,4,7.2433,7.344,145.901277,-122.52360166666666,45.61755333333333,2,2
170500433,2020-10-16,4004,45433,3704,37,0,W, ,45433,0,1056,0,0,0,0,2,10.1377,10.2843,27.508949,-122.47602833333333,45.60955666666667,2,2
170500433,2020-10-16,4004,45578,3704,37,0,W, ,45578,0,1060,0,0,0,0,2,11.2605,11.4575,18.327655,-122.48358,45.59671,2,2
170500433,2020-10-16,4004,45648,3704,37,0,W, ,45648,0,1062,0,0,0,0,2,11.9776,12.1565,64.405182,-122.49830333333334,45.59677666666666,2,2
170500433,2020-10-16,4004,43404,3704,37,0,W, ,43404,0,368,0,0,0,0,5,0.2883,0.2964,10.865932,-122.66421666666666,45.628636666666665,2,2
170500433,2020-10-16,4004,43475,3704,37,0,W, ,43475,0,475,0,0,0,0,5,0.6015,0.5915,129.202924,-122.660165,45.63019,2,2
170500433,2020-10-16,4004,43613,3704,37,0,W,43680,43613,0,480,0,0,0,0,5,1.582,1.6118,90.776575,-122.63969666666667,45.62817166666667,2,4
170500433,2020-10-16,4004,44705,3704,37,0,W, ,44705,0,472,0,0,0,0,4,6.4206,6.489,24.016999,-122.541515,45.61949,2,2
170500433,2020-10-16,4004,44947,3704,37,0,W, ,44947,0,497,0,0,0,0,4,7.7423,7.8405,109.331181,-122.51363833333333,45.61645,2,2
170500433,2020-10-16,4004,43961,3704,37,0,W,43980,43927,34,740,1,0,1,0,6,3.3032,3.384,79.865925,-122.60388166666667,45.62715,2,4
170500433,2020-10-16,4004,44155,3704,37,0,W, ,44120,35,632,1,0,1,0,7,4.2788,4.3695,21.196013,-122.58468833333333,45.623115,2,2
170500433,2020-10-16,4004,44581,3704,37,0,W, ,44566,15,512,1,0,0,1,4,5.8937,6.0074,79.047683,-122.55110666666667,45.62052,2,2
170500433,2020-10-16,4004,44800,3704,37,0,W,44880,44762,38,502,1,0,0,0,4,6.8382,6.9687,24.552289,-122.53174666666666,45.61842166666667,2,4
170500433,2020-10-16,4004,44992,3704,37,0,W,45300,44992,0,837,0,0,0,0,4,8.0909,8.2002,109.375237,-122.50628333333333,45.6156,2,4
170500433,2020-10-16,4004,45471,3704,37,0,W, ,45471,0,1057,0,0,0,0,2,10.3458,10.4974,109.540051,-122.47601833333333,45.60610666666667,2,2
170500433,2020-10-16,4004,45536,3704,37,0,W, ,45536,0,1058,0,0,0,0,2,10.9473,11.0896,265.231291,-122.47831666666667,45.59743666666667,2,2
170500433,2020-10-16,4004,45810,3704,37,0,W,46320,45810,0,492,1,0,0,2,0,12.4162,12.6642,23.126826,-122.504935,45.594215,2,6
170500433,2020-10-16,4004,43354,3704,37,0,W,43320,43354,0,344,1,0,1,0,5,0,0,3.706762,-122.66982166666666,45.628705,2,5
170500433,2020-10-16,4004,44677,3704,37,0,W, ,44677,0,471,0,0,0,0,4,6.1988,6.2759,126.74632,-122.54544833333334,45.61991666666667,2,2
170500433,2020-10-16,4004,44842,3704,37,0,W, ,44842,0,501,0,0,0,0,4,7.0675,7.1775,63.438743,-122.527335,45.61794666666667,2,2
170500433,2020-10-16,4004,44977,3704,37,0,W, ,44977,0,495,0,0,0,0,4,7.9971,8.089,156.318867,-122.50842833333333,45.61583,2,2
170500433,2020-10-16,4004,45259,3704,37,0,W, ,45242,17,939,1,0,0,1,3,9.4554,9.6163,31.921778,-122.478975,45.616715,2,2
170500433,2020-10-16,4004,43521,3704,37,0,W, ,43521,0,737,0,0,0,0,5,0.9662,0.9843,9.257571,-122.652965,45.62839666666667,2,2
170500433,2020-10-16,4004,43576,3704,37,0,W, ,43576,0,479,0,0,0,0,5,1.3782,1.4111,65.533275,-122.64443333333334,45.628231666666665,2,2
170500433,2020-10-16,4004,44021,3704,37,0,W, ,44021,0,452,0,0,0,0,6,3.8183,3.8463,244.505169,-122.59416833333333,45.62502666666666,2,2
170500433,2020-10-16,4004,44314,3704,37,0,W, ,44293,21,465,1,0,0,1,6,4.9026,5.0014,27.901068,-122.572015,45.620905,2,2
170500433,2020-10-16,4004,44513,3704,37,0,W, ,44496,17,743,1,0,0,1,5,5.7638,5.8776,25.967114,-122.553965,45.620781666666666,2,2
170500433,2020-10-16,4004,44895,3704,37,0,W, ,44895,0,500,0,0,0,0,4,7.3384,7.4465,108.867483,-122.52166,45.61735,2,2
170500433,2020-10-16,4004,43768,3704,37,0,W, ,43702,66,455,1,0,1,0,6,2.117,2.181,16.535156,-122.62850166666666,45.627985,2,2
170500433,2020-10-16,4004,44044,3704,37,0,W, ,44044,0,454,0,0,0,0,6,4.0134,4.0489,75.994605,-122.59080666666667,45.62428166666667,2,2
170500433,2020-10-16,4004,44217,3704,37,0,W, ,44217,0,460,0,0,0,0,7,4.5006,4.5565,82.520885,-122.58126333333334,45.62264166666667,2,2
170500433,2020-10-16,4004,44340,3704,37,0,W, ,44340,0,467,0,0,0,0,6,5.158,5.2245,82.331285,-122.567815,45.62090833333333,2,2
170500433,2020-10-16,4004,44730,3704,37,0,W, ,44730,0,474,0,0,0,0,4,6.6362,6.7282,144.233397,-122.53617166666666,45.61891166666667,2,2
170500433,2020-10-16,4004,44923,3704,37,0,W, ,44923,0,498,0,0,0,0,4,7.5453,7.6441,70.019286,-122.51778833333333,45.61693833333333,2,2
170500433,2020-10-16,4004,45363,3704,37,0,W,45660,45352,11,1029,1,0,0,1,2,9.6381,9.8208,19.916618,-122.47619166666667,45.616245,2,4
170500433,2020-10-16,4004,43551,3704,37,0,W, ,43551,0,477,0,0,0,0,5,1.1968,1.2222,138.53555,-122.64753833333333,45.62824166666667,2,2
170500433,2020-10-16,4004,43794,3704,37,0,W, ,43794,0,457,0,0,0,0,6,2.3295,2.373,61.018457,-122.62500166666666,45.628505,2,2
170500433,2020-10-16,4004,43869,3704,37,0,W, ,43869,0,739,0,0,0,0,6,2.903,2.9316,100.682321,-122.6129,45.628611666666664,2,2
170500433,2020-10-16,4004,43989,3704,37,0,W, ,43989,0,742,0,0,0,0,6,3.54,3.5884,12.033707,-122.60012,45.62639,2,2
170500433,2020-10-16,4004,44258,3704,37,0,W, ,44258,0,462,0,0,0,0,7,4.6535,4.7063,97.711487,-122.57765166666667,45.621871666666664,2,2
170500433,2020-10-16,4004,45135,3704,37,0,W, ,45114,21,863,1,0,1,0,5,8.6551,8.811,12.168958,-122.49464,45.61683166666667,2,2
170500433,2020-10-16,4004,45558,3704,37,0,W, ,45558,0,1059,0,0,0,0,2,11.0909,11.281,36.845548,-122.479875,45.59672666666667,2,2
170500433,2020-10-16,4004,45617,3704,37,0,W, ,45617,0,1061,0,0,0,0,2,11.6464,11.8253,91.968822,-122.49155166666667,45.5968,2,2
170500433,2020-10-16,4004,43841,3704,37,0,W, ,43841,0,738,0,0,0,0,6,2.7017,2.7185,247.08466,-122.61669,45.628636666666665,2,2
170500433,2020-10-16,4004,45200,3704,37,0,W, ,45200,0,1011,0,0,0,0,5,9.1112,9.2199,30.170485,-122.48693833333333,45.615265,2,2
170500481,2020-10-16,4004,47842,3704,37,1,W, ,47842,0,1069,0,0,0,0,1,2.5495,2.5414,234.667379,-122.47583833333333,45.611443333333334,2,2
170500481,2020-10-16,4004,48589,3704,37,1,W, ,48589,0,751,0,0,0,0,2,5.4693,5.5277,71.577834,-122.52664333333334,45.618085,2,2
170500481,2020-10-16,4004,49800,3704,37,1,W, ,49787,13,458,1,0,1,0,3,10.2657,10.4117,20.631268,-122.62592666666667,45.62864166666667,2,2
170500481,2020-10-16,4004,49850,3704,37,1,W, ,49833,17,456,1,0,0,1,2,10.4471,10.5962,9.211785,-122.62951,45.627853333333334,2,2
170500481,2020-10-16,4004,50033,3704,37,1,W, ,50033,0,478,0,0,0,0,2,11.3904,11.5153,29.969598,-122.64805166666666,45.628371666666666,2,2
170500481,2020-10-16,4004,47663,3704,37,1,W, ,47663,0,1066,0,0,0,0,1,1.4621,1.4584,21.478745,-122.479895,45.59664166666666,2,2
170500481,2020-10-16,4004,47700,3704,37,1,W, ,47700,0,1067,0,0,0,0,1,1.6584,1.6522,61.517187,-122.47806,45.59843333333333,2,2
170500481,2020-10-16,4004,47997,3704,37,1,W,47940,47997,0,864,0,0,0,0,1,3.0994,3.1075,153.351923,-122.47950333333333,45.61674166666667,2,4
170500481,2020-10-16,4004,48106,3704,37,1,W, ,48106,0,966,0,0,0,0,1,3.8569,3.8631,238.466534,-122.494225,45.61696333333333,2,2
170500481,2020-10-16,4004,48444,3704,37,1,W, ,48444,0,496,0,0,0,0,2,4.938,4.971,32.890603,-122.515445,45.616881666666664,2,2
170500481,2020-10-16,4004,48629,3704,37,1,W,48660,48629,0,691,0,0,0,0,2,5.7968,5.8428,35.917909,-122.53319833333333,45.618815,2,4
170500481,2020-10-16,4004,49007,3704,37,1,W, ,49007,0,464,0,0,0,0,2,7.7274,7.8256,119.621813,-122.573485,45.62117166666667,2,2
170500481,2020-10-16,4004,49926,3704,37,1,W,49920,49914,12,482,1,0,0,0,2,10.9635,11.1182,40.228514,-122.640105,45.628341666666664,2,4
170500481,2020-10-16,4004,50241,3704,37,1,W, ,50209,32,1091,1,0,0,1,1,12.451,12.6325,40.373944,-122.67019,45.63265,2,2
170500481,2020-10-16,4004,50533,3704,37,1,W,50520,50533,0,344,1,0,0,0,2,12.9649,13.1793,14.499474,-122.66987,45.628688333333336,2,6
170500481,2020-10-16,4004,47579,3704,37,1,W, ,47579,0,1063,0,0,0,0,1,0.6375,0.6201,76.325182,-122.49748,45.59663,2,2
170500481,2020-10-16,4004,48070,3704,37,1,W, ,48070,0,1012,0,0,0,0,1,3.5375,3.5493,202.000554,-122.48831166666666,45.61541166666667,2,2
170500481,2020-10-16,4004,48157,3704,37,1,W, ,48157,0,1004,0,0,0,0,1,3.9911,4.0159,57.130599,-122.49667666666667,45.61724666666667,2,2
170500481,2020-10-16,4004,48404,3704,37,1,W, ,48374,30,755,1,0,1,0,2,4.5764,4.6522,78.552346,-122.50937333333333,45.616165,2,2
170500481,2020-10-16,4004,48758,3704,37,1,W, ,48758,0,575,0,0,0,0,4,6.2889,6.3548,51.538452,-122.54357833333333,45.61992333333333,2,2
170500481,2020-10-16,4004,49670,3704,37,1,W, ,49649,21,451,1,0,1,0,2,9.2547,9.3951,51.753498,-122.60521666666666,45.62761,2,2
170500481,2020-10-16,4004,49722,3704,37,1,W, ,49722,0,767,0,0,0,0,2,9.7363,9.8326,98.795613,-122.61428833333333,45.628815,2,2
170500481,2020-10-16,4004,48682,3704,37,1,W, ,48662,20,473,1,0,2,0,4,6.0087,6.1006,15.051238,-122.538645,45.619393333333335,2,2
170500481,2020-10-16,4004,48994,3704,37,1,W, ,48994,0,466,0,0,0,0,2,7.6155,7.6833,187.11409,-122.57178333333333,45.62107666666667,2,2
170500481,2020-10-16,4004,49033,3704,37,1,W, ,49033,0,463,0,0,0,0,2,7.9952,8.0772,38.837824,-122.57876666666667,45.622281666666666,2,2
170500481,2020-10-16,4004,49043,3704,37,1,W, ,49043,0,461,0,0,0,0,2,8.0735,8.176,71.65868,-122.58061,45.622675,2,2
170500481,2020-10-16,4004,49184,3704,37,1,W, ,49184,0,453,0,0,0,0,1,8.8353,8.9241,156.281809,-122.5963,45.625695,2,2
170500481,2020-10-16,4004,50014,3704,37,1,W, ,50014,0,489,0,0,0,0,2,11.2133,11.3444,91.401368,-122.64427666666667,45.62836166666666,2,2
170500481,2020-10-16,4004,47865,3704,37,1,W, ,47865,0,1070,0,0,0,0,1,2.8111,2.7962,44.022944,-122.47592,45.614605,2,2
170500481,2020-10-16,4004,48320,3704,37,1,W,48300,48253,67,753,1,0,0,0,1,4.3869,4.4608,71.963332,-122.50542,45.615741666666665,2,4
170500481,2020-10-16,4004,48542,3704,37,1,W, ,48542,0,499,0,0,0,0,2,5.3314,5.3488,193.404812,-122.52400333333334,45.61781333333333,2,2
170500481,2020-10-16,4004,50062,3704,37,1,W, ,50062,0,746,0,0,0,0,2,11.6433,11.7563,120.043626,-122.653465,45.62871166666667,2,2
170500481,2020-10-16,4004,47647,3704,37,1,W, ,47647,0,1065,0,0,0,0,1,1.2943,1.2744,151.139582,-122.48312833333334,45.596576666666664,2,2
170500481,2020-10-16,4004,49101,3704,37,1,W, ,49088,13,633,1,0,0,1,1,8.2357,8.3618,6.246094,-122.58462166666666,45.623295,2,2
170500481,2020-10-16,4004,47446,3704,37,1,W,47280,47446,0,492,1,0,1,0,1,0,0,367.349586,-122.50620833333333,45.59479,2,5
170500481,2020-10-16,4004,47606,3704,37,1,W, ,47606,0,1064,0,0,0,0,1,0.8973,0.8823,152.221649,-122.491195,45.596673333333335,2,2
170500481,2020-10-16,4004,47805,3704,37,1,W, ,47805,0,1068,0,0,0,0,1,2.3395,2.3171,104.094102,-122.47581166666667,45.60780166666667,2,2
170500481,2020-10-16,4004,48807,3704,37,1,W, ,48793,14,470,1,0,0,2,2,6.558,6.6611,17.206615,-122.55008166666667,45.620626666666666,2,2
170500481,2020-10-16,4004,49166,3704,37,1,W, ,49166,0,623,0,0,0,0,1,8.6476,8.739,49.295517,-122.59225833333333,45.624788333333335,2,2
170500481,2020-10-16,4004,49625,3704,37,1,W,49620,49267,358,744,1,0,2,2,1,9.1279,9.2615,89.969323,-122.60269666666667,45.62712,2,4
170500481,2020-10-16,4004,49698,3704,37,1,W, ,49698,0,450,0,0,0,0,2,9.5175,9.6232,35.10913,-122.60949166666667,45.62826666666667,2,2
170500481,2020-10-16,4004,50106,3704,37,1,W, ,50106,0,476,0,0,0,0,2,11.9993,12.1348,167.382861,-122.66102166666667,45.63056666666667,2,2
170500481,2020-10-16,4004,50401,3704,37,1,W, ,50305,96,14,1,0,2,1,2,12.6952,12.8779,57.43694,-122.67277,45.63068666666667,2,2
170500481,2020-10-16,4004,48015,3704,37,1,W, ,48015,0,965,0,0,0,0,1,3.2516,3.2734,86.45509,-122.48227166666666,45.61569,2,2
170500481,2020-10-16,4004,48953,3704,37,1,W, ,48932,21,469,1,0,0,0,2,7.2241,7.334,17.034313,-122.563925,45.621116666666666,2,2
170500481,2020-10-16,4004,48976,3704,37,1,W, ,48976,0,468,0,0,0,0,2,7.4378,7.5149,60.963257,-122.56783166666666,45.62107833333334,2,2
170500481,2020-10-16,4004,49750,3704,37,1,W, ,49750,0,459,0,0,0,0,2,9.9979,10.0886,235.972615,-122.62009,45.62876833333333,2,2
170500531,2020-10-16,4004,50583,3704,37,0,W,50580,50583,0,344,1,0,2,0,4,0,0,14.499474,-122.66987,45.628688333333336,2,5
170500531,2020-10-16,4004,50818,3704,37,0,W, ,50818,0,477,0,0,0,0,3,1.2135,1.2222,32.790058,-122.64794833333333,45.628258333333335,2,2
170500531,2020-10-16,4004,51318,3704,37,0,W, ,51318,0,742,0,0,0,0,8,3.5375,3.5884,25.178694,-122.60021833333333,45.626423333333335,2,2
170500531,2020-10-16,4004,51489,3704,37,0,W, ,51489,0,632,0,0,0,0,10,4.3192,4.3695,197.675762,-122.583955,45.623035,2,2
170500531,2020-10-16,4004,53033,3704,37,0,W, ,53033,0,1056,0,0,0,0,6,10.1327,10.2843,127.134402,-122.47602166666667,45.60913333333333,2,2
170500531,2020-10-16,4004,51027,3704,37,0,W, ,51027,0,455,0,0,0,0,8,2.1512,2.181,48.792993,-122.628375,45.62805,2,2
170500531,2020-10-16,4004,51516,3704,37,0,W, ,51516,0,460,0,0,0,0,10,4.5093,4.5565,178.972518,-122.5803,45.622425,2,2
170500531,2020-10-16,4004,52533,3704,37,0,W,52560,52507,26,837,1,0,0,1,8,8.0511,8.2002,40.312756,-122.50655166666667,45.61562333333333,2,4
170500531,2020-10-16,4004,53260,3704,37,0,W, ,53260,0,1059,0,0,0,0,5,11.0921,11.281,33.167534,-122.47988333333333,45.596738333333334,2,2
170500531,2020-10-16,4004,52453,3704,37,0,W, ,52453,0,495,0,0,0,0,9,7.9908,8.089,114.561332,-122.50858833333334,45.615858333333335,2,2
170500531,2020-10-16,4004,52845,3704,37,0,W, ,52845,0,939,0,0,0,0,7,9.5163,9.6163,221.018338,-122.478255,45.61682666666667,2,2
170500531,2020-10-16,4004,53497,3704,37,0,W,53700,53497,0,492,1,0,0,5,0,12.4181,12.6642,28.008399,-122.50493,45.59419666666667,2,6
170500531,2020-10-16,4004,50789,3704,37,0,W, ,50789,0,737,0,0,0,0,3,0.9693,0.9843,173.050225,-122.65233,45.62831166666667,2,2
170500531,2020-10-16,4004,51346,3704,37,0,W, ,51346,0,452,0,0,0,0,8,3.8146,3.8463,189.632301,-122.59436333333333,45.62508666666667,2,2
170500531,2020-10-16,4004,51533,3704,37,0,W, ,51533,0,462,0,0,0,0,10,4.6249,4.7063,83.543575,-122.57832333333333,45.622011666666666,2,2
170500531,2020-10-16,4004,51878,3704,37,0,W, ,51831,47,743,1,0,1,1,9,5.7632,5.8776,17.427574,-122.55399666666666,45.62078833333333,2,2
170500531,2020-10-16,4004,51935,3704,37,0,W, ,51935,0,512,0,0,0,0,9,5.9155,6.0074,53.150509,-122.551205,45.620533333333334,2,2
170500531,2020-10-16,4004,52211,3704,37,0,W,52140,52200,11,502,1,0,0,1,7,6.8351,6.9687,16.776981,-122.531845,45.618446666666664,2,4
170500531,2020-10-16,4004,52249,3704,37,0,W, ,52249,0,501,0,0,0,0,7,7.0613,7.1775,67.460066,-122.52732,45.61795333333333,2,2
170500531,2020-10-16,4004,52398,3704,37,0,W, ,52398,0,498,0,0,0,0,9,7.5403,7.6441,72.173107,-122.51832833333333,45.616991666666664,2,2
170500531,2020-10-16,4004,53108,3704,37,0,W, ,53108,0,1057,0,0,0,0,6,10.3458,10.4974,125.907921,-122.47601166666666,45.60606166666667,2,2
170500531,2020-10-16,4004,53339,3704,37,0,W, ,53339,0,1062,0,0,0,0,5,11.9782,12.1565,92.203241,-122.49841,45.59678666666667,2,2
170500531,2020-10-16,4004,50839,3704,37,0,W, ,50839,0,479,0,0,0,0,3,1.3975,1.4111,219.473262,-122.64333166666667,45.62824,2,2
170500531,2020-10-16,4004,51047,3704,37,0,W, ,51047,0,457,0,0,0,0,8,2.3326,2.373,54.580338,-122.62498166666667,45.62853166666667,2,2
170500531,2020-10-16,4004,51569,3704,37,0,W, ,51569,0,465,0,0,0,0,10,4.938,5.0014,166.79653,-122.57144833333334,45.620915,2,2
170500531,2020-10-16,4004,52087,3704,37,0,W, ,52061,26,472,1,0,0,1,8,6.3672,6.489,41.582665,-122.541445,45.61949,2,2
170500531,2020-10-16,4004,52421,3704,37,0,W, ,52421,0,497,0,0,0,0,9,7.7392,7.8405,92.549834,-122.5137,45.61646666666667,2,2
170500531,2020-10-16,4004,52717,3704,37,0,W, ,52695,22,863,1,0,0,1,7,8.6538,8.811,79.807951,-122.494375,45.61678833333333,2,2
170500531,2020-10-16,4004,53185,3704,37,0,W, ,53167,18,1058,1,0,0,1,5,10.8914,11.0896,34.460855,-122.47833166666666,45.59807333333333,2,2
170500531,2020-10-16,4004,51619,3704,37,0,W, ,51599,20,467,1,0,1,2,9,5.1201,5.2245,23.187513,-122.56740833333333,45.62090833333333,2,2
170500531,2020-10-16,4004,51998,3704,37,0,W, ,51998,0,471,0,0,0,0,9,6.2094,6.2759,16.930668,-122.54587666666667,45.61996,2,2
170500531,2020-10-16,4004,52375,3704,37,0,W, ,52375,0,500,0,0,0,0,9,7.3253,7.4465,17.899059,-122.52201,45.61738166666667,2,2
170500531,2020-10-16,4004,52770,3704,37,0,W, ,52770,0,1011,0,0,0,0,7,9.1081,9.2199,38.443465,-122.48670166666666,45.615248333333334,2,2
170500531,2020-10-16,4004,50743,3704,37,0,W, ,50728,15,475,1,0,0,1,3,0.5344,0.5915,20.256399,-122.66068666666666,45.63030166666667,2,2
170500531,2020-10-16,4004,50933,3704,37,0,W,50940,50869,64,480,1,0,4,0,8,1.554,1.6118,51.126061,-122.639855,45.628190000000004,2,4
170500531,2020-10-16,4004,51090,3704,37,0,W, ,51090,0,738,0,0,0,0,8,2.6918,2.7185,168.952997,-122.61699333333334,45.628655,2,2
170500531,2020-10-16,4004,51114,3704,37,0,W, ,51114,0,739,0,0,0,0,8,2.8937,2.9316,33.248334,-122.61333166666667,45.628659999999996,2,2
170500531,2020-10-16,4004,51244,3704,37,0,W,51240,51168,76,740,1,0,0,0,8,3.3026,3.384,14.486377,-122.60412333333333,45.62721333333333,2,4
170500531,2020-10-16,4004,51406,3704,37,0,W, ,51369,37,454,1,0,2,0,10,3.9581,4.0489,37.396262,-122.59094833333333,45.624315,2,2
170500531,2020-10-16,4004,50661,3704,37,0,W, ,50661,0,368,0,0,0,0,4,0.2877,0.2964,26.718314,-122.664155,45.62862333333333,2,2
170500531,2020-10-16,4004,52161,3704,37,0,W, ,52161,0,474,0,0,0,0,8,6.6182,6.7282,15.368853,-122.53675166666666,45.61897666666667,2,2
170500531,2020-10-16,4004,52296,3704,37,0,W, ,52273,23,749,1,0,2,0,9,7.2092,7.344,15.280518,-122.524105,45.61761,2,2
170500531,2020-10-16,4004,52974,3704,37,0,W,52980,52898,76,1029,1,0,0,1,6,9.6381,9.8208,8.45794,-122.47619833333333,45.61620666666666,2,4
170500531,2020-10-16,4004,53276,3704,37,0,W, ,53276,0,1060,0,0,0,0,5,11.263,11.4575,132.788576,-122.48313,45.59672,2,2
170500531,2020-10-16,4004,53310,3704,37,0,W, ,53310,0,1061,0,0,0,0,5,11.6457,11.8253,40.928526,-122.49134,45.59681666666667,2,2
170500582,2020-10-16,4004,54710,3704,37,1,W, ,54710,0,1064,0,0,0,0,5,0.8935,0.8823,67.611129,-122.49152166666667,45.59666,2,2
